,score,species,raw_position,strand,align_position,motif
7440,-7.555264949798584,VT60074|1|MEMB002A|+|926,0,positive,26,bcd_FlyReg.fm
7441,-4.555264949798584,VT60074|1|MEMB002A|+|926,0,negative,26,bcd_FlyReg.fm
7442,-0.8922998309135437,VT60074|1|MEMB002A|+|926,1,positive,27,bcd_FlyReg.fm
7443,0.10770019143819809,VT60074|1|MEMB002A|+|926,1,negative,27,bcd_FlyReg.fm
7444,-3.2016279697418213,VT60074|1|MEMB002A|+|926,2,positive,28,bcd_FlyReg.fm
7445,-3.345811367034912,VT60074|1|MEMB002A|+|926,2,negative,28,bcd_FlyReg.fm
7446,3.2557530403137207,VT60074|1|MEMB002A|+|926,3,positive,29,bcd_FlyReg.fm
7447,1.007825493812561,VT60074|1|MEMB002A|+|926,3,negative,29,bcd_FlyReg.fm
7448,-7.403261661529541,VT60074|1|MEMB002A|+|926,4,positive,30,bcd_FlyReg.fm
7449,-7.403261661529541,VT60074|1|MEMB002A|+|926,4,negative,30,bcd_FlyReg.fm
7450,-3.2016279697418213,VT60074|1|MEMB002A|+|926,5,positive,31,bcd_FlyReg.fm
7451,0.902116060256958,VT60074|1|MEMB002A|+|926,5,negative,31,bcd_FlyReg.fm
7452,-7.555264949798584,VT60074|1|MEMB002A|+|926,6,positive,32,bcd_FlyReg.fm
7453,-4.555264949798584,VT60074|1|MEMB002A|+|926,6,negative,32,bcd_FlyReg.fm
7454,-0.8922998309135437,VT60074|1|MEMB002A|+|926,7,positive,33,bcd_FlyReg.fm
7455,0.10770019143819809,VT60074|1|MEMB002A|+|926,7,negative,33,bcd_FlyReg.fm
7456,-3.2016279697418213,VT60074|1|MEMB002A|+|926,8,positive,34,bcd_FlyReg.fm
7457,-3.345811367034912,VT60074|1|MEMB002A|+|926,8,negative,34,bcd_FlyReg.fm
7458,-0.9537003636360168,VT60074|1|MEMB002A|+|926,9,positive,35,bcd_FlyReg.fm
7459,-1.3458114862442017,VT60074|1|MEMB002A|+|926,9,negative,35,bcd_FlyReg.fm
7460,-3.155334234237671,VT60074|1|MEMB002A|+|926,10,positive,36,bcd_FlyReg.fm
7461,-4.140227317810059,VT60074|1|MEMB002A|+|926,10,negative,36,bcd_FlyReg.fm
7462,0.04629964381456375,VT60074|1|MEMB002A|+|926,11,positive,37,bcd_FlyReg.fm
7463,-0.9307739734649658,VT60074|1|MEMB002A|+|926,11,negative,37,bcd_FlyReg.fm
7464,0.04629964381456375,VT60074|1|MEMB002A|+|926,12,positive,40,bcd_FlyReg.fm
7465,-3.345811367034912,VT60074|1|MEMB002A|+|926,12,negative,40,bcd_FlyReg.fm
7466,1.0541191101074219,VT60074|1|MEMB002A|+|926,13,positive,41,bcd_FlyReg.fm
7467,-4.201627731323242,VT60074|1|MEMB002A|+|926,13,negative,41,bcd_FlyReg.fm
7468,-3.155334234237671,VT60074|1|MEMB002A|+|926,14,positive,42,bcd_FlyReg.fm
7469,-5.140227317810059,VT60074|1|MEMB002A|+|926,14,negative,42,bcd_FlyReg.fm
7470,1.046299695968628,VT60074|1|MEMB002A|+|926,15,positive,43,bcd_FlyReg.fm
7471,-0.9307739734649658,VT60074|1|MEMB002A|+|926,15,negative,43,bcd_FlyReg.fm
7472,-3.3073372840881348,VT60074|1|MEMB002A|+|926,16,positive,44,bcd_FlyReg.fm
7473,-7.403261661529541,VT60074|1|MEMB002A|+|926,16,negative,44,bcd_FlyReg.fm
7474,-3.155334234237671,VT60074|1|MEMB002A|+|926,17,positive,45,bcd_FlyReg.fm
7475,-4.307337284088135,VT60074|1|MEMB002A|+|926,17,negative,45,bcd_FlyReg.fm
7476,-7.403261661529541,VT60074|1|MEMB002A|+|926,18,positive,46,bcd_FlyReg.fm
7477,-5.555264949798584,VT60074|1|MEMB002A|+|926,18,negative,46,bcd_FlyReg.fm
7478,-5.140227317810059,VT60074|1|MEMB002A|+|926,19,positive,47,bcd_FlyReg.fm
7479,-2.155334234237671,VT60074|1|MEMB002A|+|926,19,negative,47,bcd_FlyReg.fm
7480,-4.201627731323242,VT60074|1|MEMB002A|+|926,20,positive,48,bcd_FlyReg.fm
7481,0.902116060256958,VT60074|1|MEMB002A|+|926,20,negative,48,bcd_FlyReg.fm
7482,-5.201627731323242,VT60074|1|MEMB002A|+|926,21,positive,49,bcd_FlyReg.fm
7483,-0.3458114564418793,VT60074|1|MEMB002A|+|926,21,negative,49,bcd_FlyReg.fm
7484,-0.8922998309135437,VT60074|1|MEMB002A|+|926,22,positive,50,bcd_FlyReg.fm
7485,0.10770019143819809,VT60074|1|MEMB002A|+|926,22,negative,50,bcd_FlyReg.fm
7486,-3.2016279697418213,VT60074|1|MEMB002A|+|926,23,positive,51,bcd_FlyReg.fm
7487,-3.345811367034912,VT60074|1|MEMB002A|+|926,23,negative,51,bcd_FlyReg.fm
7488,3.2557530403137207,VT60074|1|MEMB002A|+|926,24,positive,52,bcd_FlyReg.fm
7489,1.007825493812561,VT60074|1|MEMB002A|+|926,24,negative,52,bcd_FlyReg.fm
7490,-2.1938083171844482,VT60074|1|MEMB002A|+|926,25,positive,53,bcd_FlyReg.fm
