,score,species,raw_position,strand,align_position,motif
5854,3.3556277751922607,VT48156|0|MEMB002A|-|586,0,positive,0,bcd_FlyReg.fm
5855,-1.892299771308899,VT48156|0|MEMB002A|-|586,0,negative,0,bcd_FlyReg.fm
5856,2.054119110107422,VT48156|0|MEMB002A|-|586,1,positive,1,bcd_FlyReg.fm
5857,-6.201627731323242,VT48156|0|MEMB002A|-|586,1,negative,1,bcd_FlyReg.fm
5858,0.09259329736232758,VT48156|0|MEMB002A|-|586,2,positive,2,bcd_FlyReg.fm
5859,-5.140227317810059,VT48156|0|MEMB002A|-|586,2,negative,2,bcd_FlyReg.fm
5860,-1.155334234237671,VT48156|0|MEMB002A|-|586,3,positive,3,bcd_FlyReg.fm
5861,-6.140227317810059,VT48156|0|MEMB002A|-|586,3,negative,3,bcd_FlyReg.fm
5862,0.9405902028083801,VT48156|0|MEMB002A|-|586,4,positive,4,bcd_FlyReg.fm
5863,-5.140227317810059,VT48156|0|MEMB002A|-|586,4,negative,4,bcd_FlyReg.fm
5864,-2.155334234237671,VT48156|0|MEMB002A|-|586,5,positive,5,bcd_FlyReg.fm
5865,-8.555264472961426,VT48156|0|MEMB002A|-|586,5,negative,5,bcd_FlyReg.fm
5866,-4.155333995819092,VT48156|0|MEMB002A|-|586,6,positive,6,bcd_FlyReg.fm
5867,-6.403261661529541,VT48156|0|MEMB002A|-|586,6,negative,6,bcd_FlyReg.fm
5868,-7.403261661529541,VT48156|0|MEMB002A|-|586,7,positive,7,bcd_FlyReg.fm
5869,-4.155333995819092,VT48156|0|MEMB002A|-|586,7,negative,7,bcd_FlyReg.fm
5870,-6.201627731323242,VT48156|0|MEMB002A|-|586,8,positive,8,bcd_FlyReg.fm
5871,2.054119110107422,VT48156|0|MEMB002A|-|586,8,negative,8,bcd_FlyReg.fm
5872,-0.9307739734649658,VT48156|0|MEMB002A|-|586,9,positive,9,bcd_FlyReg.fm
5873,3.294227123260498,VT48156|0|MEMB002A|-|586,9,negative,9,bcd_FlyReg.fm
5874,-1.892299771308899,VT48156|0|MEMB002A|-|586,10,positive,10,bcd_FlyReg.fm
5875,0.10770019143819809,VT48156|0|MEMB002A|-|586,10,negative,10,bcd_FlyReg.fm
