,score,species,raw_position,strand,align_position,motif
5,11.612828254699707,VT19895|1|MEMB002A|+|2939,74,negative,93,MA0212.1_bcd.jaspar
6,8.354093551635742,VT19895|1|MEMB002A|+|2939,2153,positive,3390,MA0212.1_bcd.jaspar
2,11.612828254699707,VT19895|1|MEMB002B|+|2300,45,negative,93,MA0212.1_bcd.jaspar
7,8.354093551635742,VT19895|1|MEMB002C|-|2314,1538,positive,3390,MA0212.1_bcd.jaspar
22,11.612828254699707,VT19895|1|MEMB002D|+|2758,33,negative,93,MA0212.1_bcd.jaspar
21,11.612828254699707,VT19895|1|MEMB002E|-|2559,81,negative,93,MA0212.1_bcd.jaspar
1,11.612828254699707,VT19895|1|MEMB002F|-|2312,56,negative,93,MA0212.1_bcd.jaspar
13,11.612828254699707,VT19895|1|MEMB003A|-|2442,52,negative,93,MA0212.1_bcd.jaspar
14,11.612828254699707,VT19895|1|MEMB003A|-|2442,1439,negative,2385,MA0212.1_bcd.jaspar
9,8.354093551635742,VT19895|1|MEMB003B|+|2314,393,positive,518,MA0212.1_bcd.jaspar
15,11.612828254699707,VT19895|1|MEMB003D|-|2454,56,negative,93,MA0212.1_bcd.jaspar
16,11.612828254699707,VT19895|1|MEMB003D|-|2454,1452,negative,2385,MA0212.1_bcd.jaspar
3,11.612828254699707,VT19895|1|MEMB004A|+|2332,45,negative,93,MA0212.1_bcd.jaspar
20,11.612828254699707,VT19895|1|MEMB004B|+|2496,48,negative,93,MA0212.1_bcd.jaspar
19,8.354093551635742,VT19895|1|MEMB005B|-|2125,149,positive,611,MA0212.1_bcd.jaspar
18,11.612828254699707,VT19895|1|MEMB005D|+|2564,52,negative,93,MA0212.1_bcd.jaspar
17,11.612828254699707,VT19895|1|MEMB006A|-|2726,43,negative,93,MA0212.1_bcd.jaspar
8,11.612828254699707,VT19895|1|MEMB006B|+|2382,61,negative,93,MA0212.1_bcd.jaspar
4,11.612828254699707,VT19895|1|MEMB007B|-|2299,74,negative,93,MA0212.1_bcd.jaspar
10,8.354093551635742,VT19895|1|MEMB007C|+|1888,69,positive,518,MA0212.1_bcd.jaspar
0,8.354093551635742,VT19895|1|MEMB007D|-|3143,1489,positive,2444,MA0212.1_bcd.jaspar
11,11.612828254699707,VT19895|1|dkik|+|2451,56,negative,93,MA0212.1_bcd.jaspar
12,11.612828254699707,VT19895|1|dkik|+|2451,1460,negative,2385,MA0212.1_bcd.jaspar
